cell_id,expected_count,forecast_start_days,horizon_days,lat_center,lon_center,probability_at_least_one,rate_per_year,threshold
cell_07_07,0.41878,18941.366,0.0192,27.5,95.5,0.342151,7981.208882,4.5
cell_00_00,0.93397,18941.366,0.0821,20.5,88.5,0.60701,4153.290219,4.5
cell_00_01,2.061341,18941.366,0.0821,20.5,89.5,0.872717,9166.614539,4.5
cell_00_02,0.794298,18941.366,0.0821,20.5,90.5,0.548102,3532.178224,4.5
cell_00_03,0.867849,18941.366,0.0821,20.5,91.5,0.580146,3859.251802,4.5
cell_00_04,2.55483,18941.366,0.0821,20.5,92.5,0.922295,11361.121451,4.5
cell_00_05,9.887304,18941.366,0.0821,20.5,93.5,0.999949,43968.039031,4.5
cell_00_06,13.12093,18941.366,0.0821,20.5,94.5,0.999998,58347.711317,4.5
cell_00_07,4.955478,18941.366,0.0821,20.5,95.5,0.992955,22036.609888,4.5
cell_01_00,1.068097,18941.366,0.0821,21.5,88.5,0.656338,4749.740897,4.5
cell_01_01,1.95932,18941.366,0.0821,21.5,89.5,0.859046,8712.937752,4.5
cell_01_02,0.745152,18941.366,0.0821,21.5,90.5,0.525338,3313.629323,4.5
cell_01_03,1.124149,18941.366,0.0821,21.5,91.5,0.675071,4998.999756,4.5
cell_01_04,5.703547,18941.366,0.0821,21.5,92.5,0.996666,25363.211985,4.5
cell_01_05,19.0893,18941.366,0.0821,21.5,93.5,1.0,84888.564176,4.5
cell_01_06,24.282504,18941.366,0.0821,21.5,94.5,1.0,107982.321203,4.5
cell_01_07,8.724596,18941.366,0.0821,21.5,95.5,0.999837,38797.567471,4.5
cell_02_00,0.125984,18941.366,0.0821,22.5,88.5,0.118371,560.241836,4.5
cell_02_01,0.437021,18941.366,0.0821,22.5,89.5,0.354042,1943.39486,4.5
cell_02_02,0.710443,18941.366,0.0821,22.5,90.5,0.508573,3159.280812,4.5
cell_02_03,3.226086,18941.366,0.0821,22.5,91.5,0.960287,14346.143048,4.5
cell_02_04,14.2036,18941.366,0.0821,22.5,92.5,0.999999,63162.256448,4.5
cell_02_05,30.133651,18941.366,0.0821,22.5,93.5,1.0,134001.896002,4.5
cell_02_06,47.501103,18941.366,0.0821,22.5,94.5,1.0,211233.545609,4.5
cell_02_07,25.143988,18941.366,0.0821,22.5,95.5,1.0,111813.272012,4.5
cell_03_00,0.009983,18941.366,0.0821,23.5,88.5,0.009933,44.393659,4.5
cell_03_01,0.16955,18941.366,0.0821,23.5,89.5,0.155956,753.976767,4.5
cell_03_02,2.049702,18941.366,0.0821,23.5,90.5,0.871227,9114.859388,4.5
cell_03_03,5.653581,18941.366,0.0821,23.5,91.5,0.996495,25141.014439,4.5
cell_03_04,14.518687,18941.366,0.0821,23.5,92.5,1.0,64563.423253,4.5
cell_03_05,44.184907,18941.366,0.0821,23.5,93.5,1.0,196486.689863,4.5
cell_03_06,70.240932,18941.366,0.0821,23.5,94.5,1.0,312355.71916,4.5
cell_03_07,32.325819,18941.366,0.0821,23.5,95.5,1.0,143750.291962,4.5
cell_04_00,0.431695,18941.366,0.0821,24.5,88.5,0.350593,1919.71203,4.5
cell_04_01,0.671378,18941.366,0.0821,24.5,89.5,0.488996,2985.564302,4.5
cell_04_02,3.478188,18941.366,0.0821,24.5,90.5,0.969137,15467.217373,4.5
cell_04_03,9.672659,18941.366,0.0821,24.5,91.5,0.999937,43013.52795,4.5
cell_04_04,17.43689,18941.366,0.0821,24.5,92.5,1.0,77540.433702,4.5
cell_04_05,33.663844,18941.366,0.0821,24.5,93.5,1.0,149700.380829,4.5
cell_04_06,73.311769,18941.366,0.0821,24.5,94.5,1.0,326011.479865,4.5
cell_04_07,47.147317,18941.366,0.0821,24.5,95.5,1.0,209660.286649,4.5
cell_05_00,1.664037,18941.366,0.0821,25.5,88.5,0.810627,7399.836766,4.5
cell_05_01,3.01557,18941.366,0.0821,25.5,89.5,0.950982,13409.996562,4.5
cell_05_02,7.555641,18941.366,0.0821,25.5,90.5,0.999477,33599.321446,4.5
cell_05_03,11.713568,18941.366,0.0821,25.5,91.5,0.999992,52089.283329,4.5
cell_05_04,12.263342,18941.366,0.0821,25.5,92.5,0.999995,54534.085159,4.5
cell_05_05,14.174614,18941.366,0.0821,25.5,93.5,0.999999,63033.355485,4.5
cell_05_06,33.672207,18941.366,0.0821,25.5,94.5,1.0,149737.569165,4.5
cell_05_07,34.975888,18941.366,0.0821,25.5,95.5,1.0,155534.934343,4.5
cell_06_00,6.195744,18941.366,0.0821,26.5,88.5,0.997962,27551.968008,4.5
cell_06_01,4.892903,18941.366,0.0821,26.5,89.5,0.9925,21758.342112,4.5
cell_06_02,7.365142,18941.366,0.0821,26.5,90.5,0.999367,32752.187939,4.5
cell_06_03,12.427117,18941.366,0.0821,26.5,91.5,0.999996,55262.379032,4.5
cell_06_04,25.008322,18941.366,0.0821,26.5,92.5,1.0,111209.973849,4.5
cell_06_05,16.679093,18941.366,0.0821,26.5,93.5,1.0,74170.570663,4.5
cell_06_06,7.608702,18941.366,0.0821,26.5,94.5,0.999504,33835.280491,4.5
cell_06_07,9.752237,18941.366,0.0821,26.5,95.5,0.999942,43367.406148,4.5
cell_07_00,13.214387,18941.366,0.0821,27.5,88.5,0.999998,58763.305123,4.5
cell_07_01,4.819922,18941.366,0.0821,27.5,89.5,0.991933,21433.802227,4.5
cell_07_02,4.223409,18941.366,0.0821,27.5,90.5,0.985351,18781.157709,4.5
cell_07_03,12.787095,18941.366,0.0821,27.5,91.5,0.999997,56863.174682,4.5
cell_07_04,25.590513,18941.366,0.0821,27.5,92.5,1.0,113798.933244,4.5
cell_07_05,10.739608,18941.366,0.0821,27.5,93.5,0.999978,47758.163525,4.5
cell_07_06,2.050744,18941.366,0.0821,27.5,94.5,0.871361,9119.491347,4.5
cell_07_07,1.794773,18941.366,0.0821,27.5,95.5,0.833835,7981.208882,4.5
cell_00_00,0.072873,18941.366,0.0192,20.5,88.5,0.070281,1388.831163,5.0
cell_00_01,0.160836,18941.366,0.0192,20.5,89.5,0.148568,3065.251705,5.0
cell_00_02,0.061975,18941.366,0.0192,20.5,90.5,0.060094,1181.135661,5.0
cell_00_03,0.067714,18941.366,0.0192,20.5,91.5,0.065472,1290.506775,5.0
cell_00_04,0.199341,18941.366,0.0192,20.5,92.5,0.180729,3799.079448,5.0
cell_00_05,0.771457,18941.366,0.0192,20.5,93.5,0.537661,14702.60433,5.0
cell_00_06,1.023761,18941.366,0.0192,20.5,94.5,0.640759,19511.066038,5.0
cell_00_07,0.386651,18941.366,0.0192,20.5,95.5,0.320672,7368.888018,5.0
cell_01_00,0.083338,18941.366,0.0192,21.5,88.5,0.07996,1588.280092,5.0
cell_01_01,0.152876,18941.366,0.0192,21.5,89.5,0.141764,2913.545365,5.0
cell_01_02,0.05814,18941.366,0.0192,21.5,90.5,0.056483,1108.054439,5.0
cell_01_03,0.087712,18941.366,0.0192,21.5,91.5,0.083975,1671.630509,5.0
cell_01_04,0.445019,18941.366,0.0192,21.5,92.5,0.359188,8481.280462,5.0
cell_01_05,1.489443,18941.366,0.0192,21.5,93.5,0.774502,28386.14136,5.0
cell_01_06,1.894643,18941.366,0.0192,21.5,94.5,0.849628,36108.531977,5.0
cell_01_07,0.680737,18941.366,0.0192,21.5,95.5,0.493756,12973.634851,5.0
cell_02_00,0.00983,18941.366,0.0192,22.5,88.5,0.009782,187.340946,5.0
cell_02_01,0.034099,18941.366,0.0192,22.5,89.5,0.033524,649.857631,5.0
cell_02_02,0.055432,18941.366,0.0192,22.5,90.5,0.053924,1056.441378,5.0
cell_02_03,0.251715,18941.366,0.0192,22.5,91.5,0.222534,4797.249765,5.0
cell_02_04,1.108236,18941.366,0.0192,22.5,92.5,0.669859,21121.016212,5.0
cell_02_05,2.351179,18941.366,0.0192,22.5,93.5,0.904743,44809.295567,5.0
cell_02_06,3.706275,18941.366,0.0192,22.5,94.5,0.975431,70635.018318,5.0
cell_02_07,1.96186,18941.366,0.0192,22.5,95.5,0.859403,37389.575098,5.0
cell_03_00,0.000779,18941.366,0.0192,23.5,88.5,0.000779,14.844929,5.0
cell_03_01,0.013229,18941.366,0.0192,23.5,89.5,0.013142,252.12455,5.0
cell_03_02,0.159928,18941.366,0.0192,23.5,90.5,0.147795,3047.945145,5.0
cell_03_03,0.441121,18941.366,0.0192,23.5,91.5,0.356685,8406.979158,5.0
cell_03_04,1.132821,18941.366,0.0192,23.5,92.5,0.677877,21589.556578,5.0
cell_03_05,3.447529,18941.366,0.0192,23.5,93.5,0.968176,65703.773034,5.0
cell_03_06,5.480551,18941.366,0.0192,23.5,94.5,0.995833,104449.564964,5.0
cell_03_07,2.522223,18941.366,0.0192,23.5,95.5,0.919719,48069.090905,5.0
cell_04_00,0.033683,18941.366,0.0192,24.5,88.5,0.033122,641.938259,5.0
cell_04_01,0.052384,18941.366,0.0192,24.5,89.5,0.051036,998.351794,5.0
cell_04_02,0.271386,18941.366,0.0192,24.5,90.5,0.237678,5172.129168,5.0
cell_04_03,0.75471,18941.366,0.0192,24.5,91.5,0.529853,14383.422509,5.0
cell_04_04,1.360514,18941.366,0.0192,24.5,92.5,0.743471,25928.97799,5.0
cell_04_05,2.626623,18941.366,0.0192,24.5,93.5,0.927678,50058.758952,5.0
cell_04_06,5.720153,18941.366,0.0192,24.5,94.5,0.996721,109015.955708,5.0
cell_04_07,3.678671,18941.366,0.0192,24.5,95.5,0.974743,70108.93154,5.0
cell_05_00,0.129837,18941.366,0.0192,25.5,88.5,0.121761,2474.453591,5.0
cell_05_01,0.23529,18941.366,0.0192,25.5,89.5,0.209658,4484.208936,5.0
cell_05_02,0.589529,18941.366,0.0192,25.5,90.5,0.445412,11235.377785,5.0
cell_05_03,0.913951,18941.366,0.0192,25.5,91.5,0.599063,17418.291548,5.0
cell_05_04,0.956848,18941.366,0.0192,25.5,92.5,0.615898,18235.816158,5.0
cell_05_05,1.105975,18941.366,0.0192,25.5,93.5,0.669112,21077.912632,5.0
cell_05_06,2.627275,18941.366,0.0192,25.5,94.5,0.927725,50071.194471,5.0
cell_05_07,2.728995,18941.366,0.0192,25.5,95.5,0.934715,52009.792785,5.0
cell_06_00,0.483423,18941.366,0.0192,26.5,88.5,0.383331,9213.185147,5.0
cell_06_01,0.381769,18941.366,0.0192,26.5,89.5,0.317347,7275.837222,5.0
cell_06_02,0.574665,18941.366,0.0192,26.5,90.5,0.437107,10952.102273,5.0
cell_06_03,0.969626,18941.366,0.0192,26.5,91.5,0.620775,18479.352529,5.0
cell_06_04,1.951275,18941.366,0.0192,26.5,92.5,0.857907,37187.836417,5.0
cell_06_05,1.301387,18941.366,0.0192,26.5,93.5,0.727846,24802.119391,5.0
cell_06_06,0.593669,18941.366,0.0192,26.5,94.5,0.447703,11314.280837,5.0
cell_06_07,0.760919,18941.366,0.0192,26.5,95.5,0.532763,14501.756901,5.0
cell_07_00,1.031053,18941.366,0.0192,27.5,88.5,0.643369,19650.037696,5.0
cell_07_01,0.376075,18941.366,0.0192,27.5,89.5,0.313449,7167.313357,5.0
cell_07_02,0.329532,18941.366,0.0192,27.5,90.5,0.280739,6280.287608,5.0
cell_07_03,0.997714,18941.366,0.0192,27.5,91.5,0.631278,19014.647383,5.0
cell_07_04,1.996701,18941.366,0.0192,27.5,92.5,0.864217,38053.566308,5.0
cell_07_05,0.837958,18941.366,0.0192,27.5,93.5,0.567407,15969.995418,5.0
cell_07_06,0.160009,18941.366,0.0192,27.5,94.5,0.147864,3049.49404,5.0
cell_07_07,0.140037,18941.366,0.0192,27.5,95.5,0.130674,2668.860355,5.0
cell_00_00,0.312313,18941.366,0.0821,20.5,88.5,0.268248,1388.831163,5.0
cell_00_01,0.689298,18941.366,0.0821,20.5,89.5,0.498072,3065.251705,5.0
cell_00_02,0.265608,18941.366,0.0821,20.5,90.5,0.23326,1181.135661,5.0
cell_00_03,0.290202,18941.366,0.0821,20.5,91.5,0.251888,1290.506775,5.0
cell_00_04,0.854317,18941.366,0.0821,20.5,92.5,0.574426,3799.079448,5.0
cell_00_05,3.306245,18941.366,0.0821,20.5,93.5,0.963346,14702.60433,5.0
cell_00_06,4.387547,18941.366,0.0821,20.5,94.5,0.987569,19511.066038,5.0
cell_00_07,1.657077,18941.366,0.0821,20.5,95.5,0.809304,7368.888018,5.0
cell_01_00,0.357164,18941.366,0.0821,21.5,88.5,0.300342,1588.280092,5.0
cell_01_01,0.655183,18941.366,0.0821,21.5,89.5,0.480653,2913.545365,5.0
cell_01_02,0.249174,18941.366,0.0821,21.5,90.5,0.220555,1108.054439,5.0
cell_01_03,0.375908,18941.366,0.0821,21.5,91.5,0.313334,1671.630509,5.0
cell_01_04,1.907226,18941.366,0.0821,21.5,92.5,0.851508,8481.280462,5.0
cell_01_05,6.383328,18941.366,0.0821,21.5,93.5,0.998311,28386.14136,5.0
cell_01_06,8.119899,18941.366,0.0821,21.5,94.5,0.999702,36108.531977,5.0
cell_01_07,2.917444,18941.366,0.0821,21.5,95.5,0.945928,12973.634851,5.0
cell_02_00,0.042128,18941.366,0.0821,22.5,88.5,0.041253,187.340946,5.0
cell_02_01,0.146137,18941.366,0.0821,22.5,89.5,0.13596,649.857631,5.0
cell_02_02,0.237567,18941.366,0.0821,22.5,90.5,0.211456,1056.441378,5.0
cell_02_03,1.078781,18941.366,0.0821,22.5,91.5,0.65999,4797.249765,5.0
cell_02_04,4.749584,18941.366,0.0821,22.5,92.5,0.991345,21121.016212,5.0
cell_02_05,10.076482,18941.366,0.0821,22.5,93.5,0.999958,44809.295567,5.0
cell_02_06,15.884036,18941.366,0.0821,22.5,94.5,1.0,70635.018318,5.0
cell_02_07,8.407974,18941.366,0.0821,22.5,95.5,0.999777,37389.575098,5.0
cell_03_00,0.003338,18941.366,0.0821,23.5,88.5,0.003333,14.844929,5.0
cell_03_01,0.056696,18941.366,0.0821,23.5,89.5,0.055119,252.12455,5.0
cell_03_02,0.685406,18941.366,0.0821,23.5,90.5,0.496114,3047.945145,5.0
cell_03_03,1.890518,18941.366,0.0821,23.5,91.5,0.849006,8406.979158,5.0
cell_03_04,4.854947,18941.366,0.0821,23.5,92.5,0.99221,21589.556578,5.0
cell_03_05,14.775123,18941.366,0.0821,23.5,93.5,1.0,65703.773034,5.0
cell_03_06,23.488076,18941.366,0.0821,23.5,94.5,1.0,104449.564964,5.0
cell_03_07,10.809528,18941.366,0.0821,23.5,95.5,0.99998,48069.090905,5.0
cell_04_00,0.144356,18941.366,0.0821,24.5,88.5,0.13442,641.938259,5.0
cell_04_01,0.224504,18941.366,0.0821,24.5,89.5,0.201088,998.351794,5.0
cell_04_02,1.163082,18941.366,0.0821,24.5,90.5,0.687478,5172.129168,5.0
cell_04_03,3.234469,18941.366,0.0821,24.5,91.5,0.960619,14383.422509,5.0
cell_04_04,5.830774,18941.366,0.0821,24.5,92.5,0.997064,25928.97799,5.0
cell_04_05,11.256954,18941.366,0.0821,24.5,93.5,0.999987,50058.758952,5.0
cell_04_06,24.514942,18941.366,0.0821,24.5,94.5,1.0,109015.955708,5.0
cell_04_07,15.765733,18941.366,0.0821,24.5,95.5,1.0,70108.93154,5.0
cell_05_00,0.556442,18941.366,0.0821,25.5,88.5,0.426755,2474.453591,5.0
cell_05_01,1.008386,18941.366,0.0821,25.5,89.5,0.635193,4484.208936,5.0
cell_05_02,2.526553,18941.366,0.0821,25.5,90.5,0.920066,11235.377785,5.0
cell_05_03,3.916935,18941.366,0.0821,25.5,91.5,0.980098,17418.291548,5.0
cell_05_04,4.100776,18941.366,0.0821,25.5,92.5,0.98344,18235.816158,5.0
cell_05_05,4.739892,18941.366,0.0821,25.5,93.5,0.99126,21077.912632,5.0
cell_05_06,11.25975,18941.366,0.0821,25.5,94.5,0.999987,50071.194471,5.0
cell_05_07,11.695692,18941.366,0.0821,25.5,95.5,0.999992,52009.792785,5.0
cell_06_00,2.071813,18941.366,0.0821,26.5,88.5,0.874043,9213.185147,5.0
cell_06_01,1.636152,18941.366,0.0821,26.5,89.5,0.805272,7275.837222,5.0
cell_06_02,2.462852,18941.366,0.0821,26.5,90.5,0.914808,10952.102273,5.0
cell_06_03,4.155541,18941.366,0.0821,26.5,91.5,0.984323,18479.352529,5.0
cell_06_04,8.362608,18941.366,0.0821,26.5,92.5,0.999767,37187.836417,5.0
cell_06_05,5.577372,18941.366,0.0821,26.5,93.5,0.996218,24802.119391,5.0
cell_06_06,2.544297,18941.366,0.0821,26.5,94.5,0.921472,11314.280837,5.0
cell_06_07,3.26108,18941.366,0.0821,26.5,95.5,0.961653,14501.756901,5.0
cell_07_00,4.418798,18941.366,0.0821,27.5,88.5,0.987951,19650.037696,5.0
cell_07_01,1.611748,18941.366,0.0821,27.5,89.5,0.800462,7167.313357,5.0
cell_07_02,1.412278,18941.366,0.0821,27.5,90.5,0.756412,6280.287608,5.0
cell_07_03,4.275915,18941.366,0.0821,27.5,91.5,0.986101,19014.647383,5.0
cell_07_04,8.557288,18941.366,0.0821,27.5,92.5,0.999808,38053.566308,5.0
cell_07_05,3.59125,18941.366,0.0821,27.5,93.5,0.972436,15969.995418,5.0
cell_07_06,0.685754,18941.366,0.0821,27.5,94.5,0.49629,3049.49404,5.0
cell_07_07,0.600159,18941.366,0.0821,27.5,95.5,0.451276,2668.860355,5.0
