cell_id,lat_center,lon_center,threshold,horizon,horizon_years,n_events_above_threshold,exposure_years,expected_rate_per_year,expected_count,probability_at_least_one,probability_ci_lower,probability_ci_upper,low_statistics,notes
cell_00_00,20.5,88.5,4.5,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_00_01,20.5,89.5,4.5,30d,0.082136,3,51.859,0.05785,0.004752,0.00474,0.001337,0.012601,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_00_02,20.5,90.5,4.5,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_00_03,20.5,91.5,4.5,30d,0.082136,3,51.859,0.05785,0.004752,0.00474,0.001337,0.012601,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_00_04,20.5,92.5,4.5,30d,0.082136,6,51.859,0.115699,0.009503,0.009458,0.003959,0.019398,False,
cell_00_05,20.5,93.5,4.5,30d,0.082136,17,51.859,0.327814,0.026925,0.026566,0.016157,0.041257,False,
cell_00_06,20.5,94.5,4.5,30d,0.082136,42,51.859,0.809894,0.066521,0.064357,0.047452,0.08516,False,
cell_00_07,20.5,95.5,4.5,30d,0.082136,15,51.859,0.289248,0.023758,0.023478,0.013793,0.037475,False,
cell_01_00,21.5,88.5,4.5,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_01,21.5,89.5,4.5,30d,0.082136,4,51.859,0.077133,0.006335,0.006315,0.002136,0.014952,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_02,21.5,90.5,4.5,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_03,21.5,91.5,4.5,30d,0.082136,4,51.859,0.077133,0.006335,0.006315,0.002136,0.014952,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_04,21.5,92.5,4.5,30d,0.082136,10,51.859,0.192832,0.015838,0.015714,0.00811,0.027705,False,
cell_01_05,21.5,93.5,4.5,30d,0.082136,48,51.859,0.925593,0.076024,0.073206,0.055155,0.095066,False,
cell_01_06,21.5,94.5,4.5,30d,0.082136,73,51.859,1.407673,0.11562,0.109186,0.087282,0.134538,False,
cell_01_07,21.5,95.5,4.5,30d,0.082136,13,51.859,0.250681,0.02059,0.020379,0.011475,0.033628,False,
cell_02_00,22.5,88.5,4.5,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_02_01,22.5,89.5,4.5,30d,0.082136,1,51.859,0.019283,0.001584,0.001583,0.000171,0.007376,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_02_02,22.5,90.5,4.5,30d,0.082136,0,51.859,0.0,0.0,0.0,1e-06,0.003971,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
