cell_id,lat_center,lon_center,threshold,horizon,horizon_years,n_events_above_threshold,exposure_years,expected_rate_per_year,expected_count,probability_at_least_one,probability_ci_lower,probability_ci_upper,low_statistics,notes
cell_00_00,20.5,88.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_00_01,20.5,89.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_00_02,20.5,90.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_00_03,20.5,91.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_00_04,20.5,92.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_00_05,20.5,93.5,5.0,90d,0.246407,4,51.859,0.077133,0.019006,0.018827,0.006395,0.044187,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_00_06,20.5,94.5,5.0,90d,0.246407,12,51.859,0.231398,0.057018,0.055423,0.030688,0.09205,False,
cell_00_07,20.5,95.5,5.0,90d,0.246407,3,51.859,0.05785,0.014255,0.014153,0.004007,0.037328,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_00,21.5,88.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_01,21.5,89.5,5.0,90d,0.246407,3,51.859,0.05785,0.014255,0.014153,0.004007,0.037328,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_02,21.5,90.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_01_03,21.5,91.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_04,21.5,92.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_01_05,21.5,93.5,5.0,90d,0.246407,18,51.859,0.347097,0.085527,0.081972,0.051162,0.123881,False,
cell_01_06,21.5,94.5,5.0,90d,0.246407,18,51.859,0.347097,0.085527,0.081972,0.051162,0.123881,False,
cell_01_07,21.5,95.5,5.0,90d,0.246407,3,51.859,0.05785,0.014255,0.014153,0.004007,0.037328,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_02_00,22.5,88.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_01,22.5,89.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_02,22.5,90.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_03,22.5,91.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_02_04,22.5,92.5,5.0,90d,0.246407,15,51.859,0.289248,0.071273,0.068792,0.040812,0.108266,False,
cell_02_05,22.5,93.5,5.0,90d,0.246407,14,51.859,0.269965,0.066521,0.064357,0.037406,0.102933,False,
cell_02_06,22.5,94.5,5.0,90d,0.246407,45,51.859,0.867744,0.213818,0.192504,0.146141,0.24677,False,
cell_02_07,22.5,95.5,5.0,90d,0.246407,25,51.859,0.48208,0.118788,0.112004,0.075761,0.158457,False,
cell_03_00,23.5,88.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_03_01,23.5,89.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_03_02,23.5,90.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_03_03,23.5,91.5,5.0,90d,0.246407,3,51.859,0.05785,0.014255,0.014153,0.004007,0.037328,True,Low-statistics cell (N=3 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_03_04,23.5,92.5,5.0,90d,0.246407,8,51.859,0.154266,0.038012,0.037299,0.01781,0.069214,False,
cell_03_05,23.5,93.5,5.0,90d,0.246407,31,51.859,0.597779,0.147297,0.136962,0.097006,0.186399,False,
cell_03_06,23.5,94.5,5.0,90d,0.246407,67,51.859,1.291974,0.318351,0.272652,0.220271,0.330775,False,
cell_03_07,23.5,95.5,5.0,90d,0.246407,12,51.859,0.231398,0.057018,0.055423,0.030688,0.09205,False,
cell_04_00,24.5,88.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_04_01,24.5,89.5,5.0,90d,0.246407,0,51.859,0.0,0.0,0.0,2e-06,0.011865,True,"Low-statistics cell (N=0 < 5); rate CI is wide; do not interpret point rate as precise.; Zero observed events above threshold; rate upper bound (Jeffreys 95%) = 0.0484/yr, not zero.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise."
cell_04_02,24.5,90.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_04_03,24.5,91.5,5.0,90d,0.246407,4,51.859,0.077133,0.019006,0.018827,0.006395,0.044187,True,Low-statistics cell (N=4 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_04_04,24.5,92.5,5.0,90d,0.246407,15,51.859,0.289248,0.071273,0.068792,0.040812,0.108266,False,
cell_04_05,24.5,93.5,5.0,90d,0.246407,25,51.859,0.48208,0.118788,0.112004,0.075761,0.158457,False,
cell_04_06,24.5,94.5,5.0,90d,0.246407,66,51.859,1.272691,0.313599,0.269188,0.217004,0.327205,False,
cell_04_07,24.5,95.5,5.0,90d,0.246407,35,51.859,0.674912,0.166303,0.15321,0.111143,0.20429,False,
cell_05_00,25.5,88.5,5.0,90d,0.246407,2,51.859,0.038566,0.009503,0.009458,0.001973,0.030027,True,Low-statistics cell (N=2 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_01,25.5,89.5,5.0,90d,0.246407,1,51.859,0.019283,0.004752,0.00474,0.000513,0.021965,True,Low-statistics cell (N=1 < 5); rate CI is wide; do not interpret point rate as precise.; Low-statistics cell: forecast probability has a wide CI; do not interpret point estimate as precise.
cell_05_02,25.5,90.5,5.0,90d,0.246407,7,51.859,0.134982,0.033261,0.032713,0.014767,0.063219,False,
